date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:43:57	516271/516271	---M-Z	200	added ('OK')	text/html	etag:W/%226fd6c0cdde1d3e33439eddc30fe3c741%22	https://www.mavo.co/acervo?itemId=6zy0tem5rmevw9sdhvz7vj4yqnbkzw	C:/Users/Robson_Bittencourt/Projects/web/Website%20Copies/Mavo/www.mavo.co/acervo0b24.html	(from https://www.mavo.co/acervo)
16:43:58	516390/516390	---M-Z	200	added ('OK')	text/html	etag:W/%22e8f6a68c903d387ffb3eeae4075ed167%22	https://www.mavo.co/acervo?itemId=7gad78b6qk6vmm03tzbvqoxmb8al87	C:/Users/Robson_Bittencourt/Projects/web/Website%20Copies/Mavo/www.mavo.co/acervo19a6.html	(from https://www.mavo.co/acervo)
16:43:58	516271/516271	---M-Z	200	added ('OK')	text/html	etag:W/%226fd6c0cdde1d3e33439eddc30fe3c741%22	https://www.mavo.co/acervo?itemId=2sicf8z666zjucw79zdp233wibxrsr	C:/Users/Robson_Bittencourt/Projects/web/Website%20Copies/Mavo/www.mavo.co/acervo37ee.html	(from https://www.mavo.co/acervo)
16:43:59	516390/516390	---M-Z	200	added ('OK')	text/html	etag:W/%22e8f6a68c903d387ffb3eeae4075ed167%22	https://www.mavo.co/acervo?itemId=oihcx6ni9m0xcsmf3bnh3wcy0uh2s4	C:/Users/Robson_Bittencourt/Projects/web/Website%20Copies/Mavo/www.mavo.co/acervo2dee.html	(from https://www.mavo.co/acervo)
16:44:00	516390/516390	---M-Z	200	added ('OK')	text/html	etag:W/%22e8f6a68c903d387ffb3eeae4075ed167%22	https://www.mavo.co/acervo?itemId=rjq2bhpvkfyjbvb1hctv1d5i3mhl0d	C:/Users/Robson_Bittencourt/Projects/web/Website%20Copies/Mavo/www.mavo.co/acervo3ee2.html	(from https://www.mavo.co/acervo)
16:44:01	516390/516390	---M-Z	200	added ('OK')	text/html	etag:W/%22e8f6a68c903d387ffb3eeae4075ed167%22	https://www.mavo.co/acervo?itemId=giuliz6zmwyfpdk3wpejw8ofvyvijb	C:/Users/Robson_Bittencourt/Projects/web/Website%20Copies/Mavo/www.mavo.co/acervo6d25.html	(from https://www.mavo.co/acervo)
16:44:02	516390/516390	---M-Z	200	added ('OK')	text/html	etag:W/%22e8f6a68c903d387ffb3eeae4075ed167%22	https://www.mavo.co/acervo?itemId=vr4dtll2n5z9yi22ggouhueukvxr9v	C:/Users/Robson_Bittencourt/Projects/web/Website%20Copies/Mavo/www.mavo.co/acervo179e.html	(from https://www.mavo.co/acervo)
16:44:03	516390/516390	---M-Z	200	added ('OK')	text/html	etag:W/%22e8f6a68c903d387ffb3eeae4075ed167%22	https://www.mavo.co/acervo?itemId=amermr6ylxk2qbdmxn8g6pznd8frr8	C:/Users/Robson_Bittencourt/Projects/web/Website%20Copies/Mavo/www.mavo.co/acervoc366.html	(from https://www.mavo.co/acervo)
16:44:04	516390/516390	---M-Z	200	added ('OK')	text/html	etag:W/%22e8f6a68c903d387ffb3eeae4075ed167%22	https://www.mavo.co/acervo?itemId=72s3gnml0ricvi6hauw5617nmhwo5b	C:/Users/Robson_Bittencourt/Projects/web/Website%20Copies/Mavo/www.mavo.co/acervo3a73.html	(from https://www.mavo.co/acervo)
16:44:05	516390/516390	---M-Z	200	added ('OK')	text/html	etag:W/%22e8f6a68c903d387ffb3eeae4075ed167%22	https://www.mavo.co/acervo?itemId=erdsjbcs2a8s42m421zhxkhit4uozz	C:/Users/Robson_Bittencourt/Projects/web/Website%20Copies/Mavo/www.mavo.co/acervo72a7.html	(from https://www.mavo.co/acervo)
16:44:06	516390/516390	---M-Z	200	added ('OK')	text/html	etag:W/%22e8f6a68c903d387ffb3eeae4075ed167%22	https://www.mavo.co/acervo?itemId=lq0uv2zzwv80na48wrfm06w8z1l7o1	C:/Users/Robson_Bittencourt/Projects/web/Website%20Copies/Mavo/www.mavo.co/acervo45b8.html	(from https://www.mavo.co/acervo)
16:44:07	516390/516390	---M-Z	200	added ('OK')	text/html	etag:W/%22e8f6a68c903d387ffb3eeae4075ed167%22	https://www.mavo.co/acervo?itemId=mztffch07izolkfbhdeotl8yjxh88i	C:/Users/Robson_Bittencourt/Projects/web/Website%20Copies/Mavo/www.mavo.co/acervof09d.html	(from https://www.mavo.co/acervo)
16:44:08	516271/516271	---M-Z	200	added ('OK')	text/html	etag:W/%226fd6c0cdde1d3e33439eddc30fe3c741%22	https://www.mavo.co/acervo?itemId=t1ilz0eylq97og68whxb93pjc297a8	C:/Users/Robson_Bittencourt/Projects/web/Website%20Copies/Mavo/www.mavo.co/acervo0b9d.html	(from https://www.mavo.co/acervo)
16:44:10	516390/516390	---M-Z	200	added ('OK')	text/html	etag:W/%22e8f6a68c903d387ffb3eeae4075ed167%22	https://www.mavo.co/acervo?itemId=uwor4u7f4z98fos5cv0it5dmlvki3v	C:/Users/Robson_Bittencourt/Projects/web/Website%20Copies/Mavo/www.mavo.co/acervo3242.html	(from https://www.mavo.co/acervo)
16:44:55	869663/869663	---M-Z	200	added ('OK')	text/javascript	etag:%2243f4e5539b2291f964092174d88250a1%22	http://assets.squarespace.com/universal/scripts-compressed/common-6999f3165a4d0486464a3-min.pt-BR.js	C:/Users/Robson_Bittencourt/Projects/web/Website%20Copies/Mavo/assets.squarespace.com/universal/scripts-compressed/common-6999f3165a4d0486464a3-min.pt-BR.js	(from https://www.mavo.co/acervo?itemId=9ne475lvrlnfoif32akkquudyc02t7)
